,rel,masked_sent,subj_id,subj,pred,gt,is_correct,true_with_evidence,true_with_csk,unknown,false_with_csk,false_with_counterevidence,source,mturk_worker,mturk_true_with_evidence,mturk_true_with_csk,mturk_unknown,mturk_false_with_csk,mturk_false_with_counterevidence,mturk_comment,mturk_link,mturk_snippet,assignment_status,assignment_duration_in_seconds,changed_voting_after_rejection,from_false_to_true,from_true_to_false
171,P159,The headquarter of Takeshita Honten is in [MASK] .,Q64362093,Takeshita Honten,Tokyo,Kakeyacho Kakeya,FALSE,False,False,False,False,True,https://www.urbansake.com/sake-guide/takeshita-honten/,A3HALUPLZ4IKYJ,False,False,False,True,False,It is implausible because there is no clear evidence and confusion evidences.,https://shimane-sake.or.jp/en/sakebrewery/takeshita/,"Established in 1866, and nurtured by a clear water running through Okuizumo where there is a myth of Yamata-no-Orochi. This is the house where Noboru Takeshita, the twelfth head of our family and the 74th Prime Minister of Japan, was born. Our Izumo toji brew sake whose oldness has been well liked by our neighbors. The leading brand in our lineup is “Izumo Homare.”",Approved,2cnd_mturk_batch,true,false,true
172,P27,Shiro Kobayashi is [MASK] citizen .,Q33679493,Shiro Kobayashi,Japan,Japan,TRUE,False,True,False,False,False,https://typeset.io/authors/shiro-kobayashi-3eiwzzthn3,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.nae.edu/29070/Dr-Shiro-Kobayashi,"Shiro was born on February 21, 1924, in Gotsu, Japan.",Approved,2cnd_mturk_batch,false,false,false
173,P27,Isabelle Levesque is [MASK] citizen .,Q88474796,Isabelle Levesque,Canada,Canada,TRUE,False,True,False,False,False,https://www.researchgate.net/scientific-contributions/Isabelle-Levesque-708014,A1FGKIKJYSL1MI,False,True,False,False,False,This person works for the Canadian government,http://www.goc411.ca/en/54152/Isabelle-Levesque,Isabelle Levesque works as Manager for Indigenous Services Canada.,Approved,2cnd_mturk_batch,false,false,false
174,P176,SPP1000/XA-64 is produced by [MASK] .,Q72908348,SPP1000/XA-64,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/170687/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/170686/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
175,P27,Moa Thomasson is [MASK] citizen .,Q95568874,Moa Thomasson,Sweden,Sweden ,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q95568874,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.wikidata.org/wiki/Q95568874,wiki data table,Approved,2cnd_mturk_batch,false,false,false
176,P159,The headquarter of Davenport Locomotive Works is in [MASK] .,Q5230251,Davenport Locomotive Works,Davenport,Davenport,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Davenport_Locomotive_Works,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Davenport_Locomotive_Works,"The Davenport Locomotive Works, of Davenport, Iowa, USA was formed as the W W Whitehead Company in 1901. In 1902 the company commenced building light locomotives. The Company was renamed the Davenport Locomotive Works in 1904.",Approved,2cnd_mturk_batch,false,false,false
177,P176,HPC 450 300 MHz Cluster is produced by [MASK] .,Q74735451,HPC 450 300 MHz Cluster,IBM,Sun,False,False,False,False,False,True,https://www.top500.org/site/48870/,AKX5RHHO8BIUX,False,False,False,False,True,"HPC is a generic term for 'High Performance Computing,' not attached to any specific maker.  So any company listed on this search result makes HPC systems.",https://www.hpe.com/us/en/compute/hpc.html,Builit by HPE,Approved,2cnd_mturk_batch,false,false,false
178,P178,SD Gundam G Generation Overworld is developed by [MASK] .,Q16267582,SD Gundam G Generation Overworld,Bandai,Bandai Namco,True,True,False,False,False,False,https://en.wikipedia.org/wiki/SD_Gundam_G_Generation_Overworld,A3V5IIPZ95YVKH,True,False,False,False,False,SD Gundam G Generation Overworld is developed by Namco Bandai games,https://en.wikipedia.org/wiki/SD_Gundam_G_Generation_Overworld,see the right hand side box in the wikipedia link,Approved,2cnd_mturk_batch,false,false,false
179,P176,USNS Mission San Antonio is produced by [MASK] .,Q7866627,USNS Mission San Antonio,Marinship,Marinship,True,True,False,False,False,False,https://en.wikipedia.org/wiki/USNS_Mission_San_Antonio,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/USNS_Mission_San_Antonio,SS Mission San Antonio was a Type T2-SE-A2 tanker built for the United States Maritime Commission during World War II. After the war she was acquired by the United States Navy as USS Mission San Antonio. Later the tanker transferred to the Military Sea Transportation Service as USNS Mission San Antonio.,Approved,2cnd_mturk_batch,false,false,false
180,P159,The headquarter of Scientific Research Institute of Semiconductor Mechanical Engineering (Russia) is in [MASK] .,Q52846952,Scientific Research Institute of Semiconductor Mechanical Engineering (Russia),Moscow,Voronezh ,FALSE,False,False,False,False,True,https://ror.org/02275hy54,A3HALUPLZ4IKYJ,False,False,True,False,False,It is Unkown because there is no clear evidence was found and confusing while seeking different websites and not showing valid answer.,https://tadviser.com/index.php/Company:Scientific_research_institute_of_semiconductor_devices_%28NIIPP%29,"For today in structure of the enterprise there are four developing departments and six scientific-industrial complexes which tasks is development, mastering, upgrade and serial production of products of the electronic equipment: Department of a very high frequency semiconductor devices, Department of sensors of ionizing radiation, Department of optical systems, Department of system engineering, very high frequency Scientific-industrial complex, Scientific-industrial complex of semiconductor materials science, optoelectronics and lighting engineering, Radio design scientific-industrial complex, Scientific-industrial complex of products of solar power and complexes on their basis, Scientific-industrial complex of medical electronics, the Technology complex of production of crystals and integrated circuits.",Approved,2cnd_mturk_batch,true,false,true
181,P103,The native language of Qin Conglong is [MASK] .,Q45640239,Qin Conglong,Chinese,Chinese,TRUE,False,True,False,False,False,"Yuan Dynasty,https://www.wikidata.org/wiki/Q15935492",A3JN18TC8GL3IH,True,False,False,False,False,,https://www.wikidata.org/wiki/Q45640239,wiki data,Approved,2cnd_mturk_batch,false,false,false
182,P176,HMS M17 is produced by [MASK] .,Q5633224,HMS M17,Vickers,"William Gray, Hartlepool",False,False,False,False,False,True,https://en.wikipedia.org/wiki/HMS_M17,A3JN18TC8GL3IH,False,False,False,False,True,,https://en.wikipedia.org/wiki/HMS_M17,wiki info table,Approved,2cnd_mturk_batch,false,false,false
183,P103,The native language of Gillian Allmond is [MASK] .,Q89940652,Gillian Allmond,English,English,TRUE,False,True,False,False,False,https://orcid.org/0000-0002-3552-0159,A1NF6PELRKACS9,False,True,False,False,False,"Since the person was educated in London, it is plausible that the person is English",https://www.wikidata.org/wiki/Q89940652,"School of Oriental and African Studies, University of London",Approved,2cnd_mturk_batch,false,false,false
184,P159,The headquarter of Peppy Pals (Sweden) is in [MASK] .,Q61932483,Peppy Pals (Sweden),Stockholm,Stockholm,TRUE,True,False,False,False,False,https://www.f6s.com/company/peppypals/,A3V5IIPZ95YVKH,True,False,False,False,False,The company's headquarters is located in Stockholm.,https://www.zoominfo.com/c/peppy-pals/368424250,"Headquarters: Stockholm, Sweden",Approved,2cnd_mturk_batch,false,false,false
185,P178,Super Robot Wars is developed by [MASK] .,Q3977596,Super Robot Wars,Banpresto,"Banpresto, Banpresoft, B.B. Studio",True,True,False,False,False,False,https://en.wikipedia.org/wiki/Super_Robot_Wars,A3JN18TC8GL3IH,True,False,False,False,False,,https://en.wikipedia.org/wiki/Super_Robot_Wars,see the wikipedia info table,Approved,2cnd_mturk_batch,false,false,false
186,P176,SuperDome 750 MHz/HyperPlex is produced by [MASK] .,Q70819789,SuperDome 750 MHz/HyperPlex,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/169160/,A3JN18TC8GL3IH,False,False,False,False,True,HP,https://www.top500.org/system/169142/,see the table below,Approved,2cnd_mturk_batch,false,false,false
187,P103,The native language of Emsy Collet is [MASK] .,Q62079996,Emsy Collet,French,Danish,FALSE,False,False,False,True,False,https://www.ancestry.com.au/genealogy/records/emilie-haralda-eleonora-emmy-emsy-collet-24-1751s5w,A23LXQ5ZX2YONR,False,False,False,False,True,,https://www.ancestry.com/genealogy/records/emilie-haralda-eleonora-emmy-emsy-collet-24-1751s5w,"Born in Rønnebæksholm Herregaard (Jordgods), Rønnebæk, Præstø, Denmark on 26 JUN 1869 to Peter Ferdinand Collet and Haralda Judithe Johanne Margrethe Toft. Emilie Haralda Eleonora Emmy ""Emsy"" Collet passed away on 12 Sep 1951 in Copenhagen, Denmark.",Approved,2cnd_mturk_batch,false,false,false
188,P103,The native language of Armand-Eustache-Francois Fougeroux de Blaveau is [MASK] .,Q96289804,Armand-Eustache-Francois Fougeroux de Blaveau,French,French,TRUE,False,True,False,False,False,https://fr.wikipedia.org/wiki/Auguste-Denis_Fougeroux_de_Bondaroy,A3V5IIPZ95YVKH,True,False,False,False,False,Armand was born in France and he is a citizen.,https://www.wikidata.org/wiki/Q96289804,"Country of citizenship Kingdom of France, place of birth Paris",Approved,2cnd_mturk_batch,false,false,false
189,P178,Dance Sensation! is developed by [MASK] .,Q3701440,Dance Sensation!,Konami,"Alpine Studios, Majesco Entertainment",False,False,False,False,False,True,https://www.mobygames.com/game/dance-sensation,A2VE5IV9OD2SK1,False,False,False,False,True,The information I found directly contradicted the given statement.,https://www.mobygames.com/game/dance-sensation,"Developed by Alpine Studios, Inc.",Approved,2cnd_mturk_batch,false,false,false
190,P176,Netfinity Cluster PIII 1 GHz is produced by [MASK] .,Q72975715,Netfinity Cluster PIII 1 GHz,IBM,IBM,True,True,False,False,False,False,https://www.top500.org/system/167478/,A3V5IIPZ95YVKH,True,False,False,False,False,Netfinity Cluster is manufactured by IBM.,https://www.top500.org/system/167478/,Manufacturer:	IBM,Approved,2cnd_mturk_batch,false,false,false
191,P178,Mega Man II is developed by [MASK] .,Q731612,Mega Man II,Capcom,Capcom,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Mega_Man_2,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that the game is developed by Capcom,https://en.wikipedia.org/wiki/Mega_Man_2,Mega Man 2[a] is an action game developed and published by Capcom,Approved,2cnd_mturk_batch,false,false,false
192,P103,The native language of Micah Dunthorn is [MASK] .,Q90745526,Micah Dunthorn,English,English,TRUE,True,False,False,False,False,https://www.unispectrum.de/forschen/wissenschaftliche-exzellenz-in-serie-am-lehrstuhl-fuer-oekologie,A3JN18TC8GL3IH,False,False,False,True,False,"may be Oslo, norway",https://www.nhm.uio.no/english/about/organization/research-collections/people/michad/,,Approved,2cnd_mturk_batch,false,false,false
193,P176,HPC 10000 400 MHz Cluster is produced by [MASK] .,Q71385993,HPC 10000 400 MHz Cluster,IBM,Sun,False,False,False,False,False,True,https://www.top500.org/system/171800/,A23LXQ5ZX2YONR,False,False,True,False,False,I couldn’t find anything that told me it was definitely from IBM or even associated with IBM,,,Approved,2cnd_mturk_batch,false,false,false
194,P27,Gudula Demmelhuber is [MASK] citizen .,Q71691140,Gudula Demmelhuber,Germany,Germany,TRUE,True,False,False,False,False,https://de.wikipedia.org/wiki/Gudula_Demmelhuber,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.paralympic.org/gudula-demmelhuber,below information,Approved,2cnd_mturk_batch,false,false,false
195,P176,VPP300/6 is produced by [MASK] .,Q70277646,VPP300/6,Fujitsu,"Fujitsu, SNI",True,True,False,False,False,False,https://www.top500.org/system/172397/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.top500.org/system/172396/,table below,Approved,2cnd_mturk_batch,false,false,false
196,P159,The headquarter of Gemeentekrediet van Belgie is in [MASK] .,Q23304165,Gemeentekrediet van Belgie,Brussels,Brussels,TRUE,False,True,False,False,False,https://www.worldcat.org/title/gemeentekrediet-van-belgie-driemaandelijks-tijdschrift/oclc/72741227,AORHXBTOCXFUK,False,True,False,False,False,Not correct result found,https://nl.wikipedia.org/wiki/Gemeentekrediet_van_Belgi%C3%AB,Land	Vlag van België België,Approved,2cnd_mturk_batch,false,false,false
197,P159,The headquarter of Anime Pulse is in [MASK] .,Q4765155,Anime Pulse,Tokyo,Denver,FALSE,False,False,False,False,True,http://www.anime-pulse.com/about-us/,A3JN18TC8GL3IH,False,False,False,False,True,,http://www.anime-pulse.com/contact-us/,see the contact address,Approved,2cnd_mturk_batch,false,false,false
198,P103,The native language of Sarah J. Eddy is [MASK] .,Q21260710,Sarah J. Eddy,English,English,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Sarah_J._Eddy,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Sarah_J._Eddy,American artist,Approved,2cnd_mturk_batch,false,false,false
199,P159,The headquarter of Universal de Televisión Peru is in [MASK] .,Q6156296,Universal de Televisión Peru,Lima,Lima,TRUE,True,False,False,False,False,https://es.wikipedia.org/wiki/Unitel_(Per%C3%BA),A3JN18TC8GL3IH,True,False,False,False,False,,https://en.wikipedia.org/wiki/TV_Per%C3%BA,wiki information,Approved,2cnd_mturk_batch,false,false,false
200,P176,"PowerEdge 1950, Xeon 51xx 3.06 GHz, Infinipath is produced by [MASK] .",Q74630769,"PowerEdge 1950, Xeon 51xx 3.06 GHz, Infinipath",IBM,"Dell, ClusterVision",False,False,False,False,False,True,https://www.top500.org/system/175805/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/175805/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
201,P178,Dragon Ball Z: Super Saiya Densetsu is developed by [MASK] .,Q11323037,Dragon Ball Z: Super Saiya Densetsu,Dimps,"Bandai, Tose Software",False,False,False,False,False,True,https://dragonball.fandom.com/wiki/Dragon_Ball_Z:_Super_Saiya_Densetsu,AE861G0AY5RGT,False,False,False,False,True,The game is actually developed by TOSE Software Co..,https://dragonball.fandom.com/wiki/Dragon_Ball_Z:_Super_Saiya_Densetsu,DEVELOPER(S) TOSE Software Co.,Approved,2cnd_mturk_batch,true,false,true
202,P178,Pro Evolution Soccer 2009 (Ubiquitous evolution) is developed by [MASK] .,Q87482976,Pro Evolution Soccer 2009 (Ubiquitous evolution),Konami,Konami,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer,A3V5IIPZ95YVKH,True,False,False,False,False,Konami made this video game.,https://en.wikipedia.org/wiki/Pro_Evolution_Soccer_2009,"Pro Evolution Soccer 2009 (PES 2009, known as World Soccer: Winning Eleven 2009 in Korea and Japan) is a football video game in the Pro Evolution Soccer series, which was made by Konami.",Approved,2cnd_mturk_batch,false,false,false
203,P159,The headquarter of Fuji Kosan is in [MASK] .,Q11456132,Fuji Kosan,Fuji,Tokyo,FALSE,False,False,False,False,True,https://www.crunchbase.com/organization/fuji-kosan,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.reuters.com/markets/companies/5009.T/,see the address information,Approved,2cnd_mturk_batch,false,false,false
204,P27,Suzana Tiemi Ivamoto-Suzuki is [MASK] citizen .,Q87103580,Suzana Tiemi Ivamoto-Suzuki,Japan,Brazil,FALSE,False,False,False,False,True,https://www.linkedin.com/in/suzana-tiemi-ivamoto-suzuki-b1489031/?originalSubdomain=br,A1FGKIKJYSL1MI,False,False,False,False,True,This person's employment and education are all in Brazil,https://orcid.org/0000-0001-7078-5809,"Universidade Estadual de Londrina: Londrina, Paraná, BR 2020-03-03 to 2022-02-02 | Professor (Department of Agronomy) Employment",Approved,2cnd_mturk_batch,false,false,false
205,P27,Ganesh Singadkar is [MASK] citizen .,Q89565377,Ganesh Singadkar,India,India,TRUE,False,True,False,False,False,https://www.linkedin.com/in/ganesh-singadkar-b9a1bb40/?originalSubdomain=in,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.linkedin.com/in/ganesh-singadkar-b9a1bb40/?originalSubdomain=in,below linked in page,Approved,2cnd_mturk_batch,false,false,false
206,P178,Android John 2.1 is developed by [MASK] .,Q86837142,Android John 2.1,Google,Recreat4,False,False,False,False,False,True,https://store.steampowered.com/app/760360/Android_John_21/,A3V5IIPZ95YVKH,False,False,False,False,True,Android John was developed by Rereat4 and published by Virtuactions.,https://store.steampowered.com/app/760360/Android_John_21/,DEVELOPER: Recreat4,Approved,2cnd_mturk_batch,true,false,true
207,P178,Monster Hunter Freedom 2 is developed by [MASK] .,Q16691575,Monster Hunter Freedom 2,Capcom,Capcom,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Monster_Hunter_Freedom_2,A3V5IIPZ95YVKH,True,False,False,False,False,Capcom developed this game.,https://en.wikipedia.org/wiki/Monster_Hunter_Freedom_2,"Monster Hunter Freedom 2 is the second handheld installment in the Monster Hunter franchise, developed by Capcom",Approved,2cnd_mturk_batch,false,false,false
208,P159,The headquarter of Van Cimento Sanayii is in [MASK] .,Q16959887,Van Cimento Sanayii,Van,Van,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Van_%C3%87imento_Sanayii,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Van_%C3%87imento_Sanayii,"Van Çimento Sanayii, Van Cement in English, is a cement factory located in Van, Turkey",Approved,2cnd_mturk_batch,false,false,false
209,P27,Chika Kameda is [MASK] citizen .,Q88833353,Chika Kameda,Japan,Japan,TRUE,False,True,False,False,False,https://www.researchgate.net/profile/Chika-Kameda,A8FUMDQFBKMXR,False,True,False,False,False,she has a position at Kyoto University and her name is Japanese so it stands to reason she is Japanese.,https://www.researchgate.net/profile/Chika-Kameda,Kyoto University | Kyodai · Division of Environmental Science and Technology,Approved,2cnd_mturk_batch,false,false,false
210,P178,3rd Super Robot Wars Z is developed by [MASK] .,Q15565304,3rd Super Robot Wars Z,Banpresto,Banpresto,True,True,False,False,False,False,https://superrobotwars.fandom.com/wiki/Super_Robot_Wars_ZIII,A23LXQ5ZX2YONR,True,False,False,False,False,,https://superrobotwars.fandom.com/wiki/Super_Robot_Wars_ZIII,"Super Robot Wars Z III (第3次スーパーロボット大戦Z, Dai-3-ji Sūpā Robotto Taisen Z, lit. 3rd Super Robot Wars Z) is a strategy/RPG game, developed by Banpresto, which was released in Asia in 2014 for PlayStation 3 and PlayStation Vita.",Approved,2cnd_mturk_batch,false,false,false
211,P27,Thea Hanisch-Moll is [MASK] citizen .,Q95680597,Thea Hanisch-Moll,Germany,Germany,TRUE,False,True,False,False,False,https://www.deutsche-biographie.de/pnd1061353303.html,A3HALUPLZ4IKYJ,False,True,False,False,False,"Itb is plusable it is guess as per the search on the website,but it is not clearly given.",https://www.imdb.com/name/nm1141515/,"From Ana de Armas in a Marilyn Monroe biopic, to a new Star Wars series, here are the best movies and series to watch in September.",Approved,2cnd_mturk_batch,false,false,false
212,P103,The native language of Kurt Sommerer is [MASK] .,Q95759715,Kurt Sommerer,German,German,True,False,True,False,False,False,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1099704669,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.total-lokal.de/branchenbuch/kurt-sommerer.html,see below details,Approved,2cnd_mturk_batch,false,false,false
213,P178,Shin Megami Tensei: Persona 3 Portable is developed by [MASK] .,Q63120969,Shin Megami Tensei: Persona 3 Portable,Atlus,Atlus,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Persona_3,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Persona_3,"Persona 3, released outside Japan as Shin Megami Tensei: Persona 3, is a 2006 role-playing video game developed by Atlus. It is the fourth main installment in the Persona series, which is part of the larger Megami Tensei franchise",Approved,2cnd_mturk_batch,false,false,false
214,P103,The native language of Chris McCooey is [MASK] .,Q5107391,Chris McCooey,English,English,TRUE,False,True,False,False,False,http://www.chrismccooey.co.uk/bio.html,A3V5IIPZ95YVKH,True,False,False,False,False,Chris was born in Kent and his mother tongue is English.,https://thegenealogyshow.uk/speaker-profile-chris-mccooey/,Being a native speaker of English enabled him to spend ten years teaching his Mother’s tongue in Japan.,Approved,2cnd_mturk_batch,false,false,false
215,P27,Serapion of Egypt is [MASK] citizen .,Q24579089,Serapion of Egypt,Egypt,Egypt,TRUE,True,False,False,False,False,https://www.oca.org/saints/lives/2008/04/07/101022-venerable-serapion-of-egypt,AORHXBTOCXFUK,True,False,False,False,False,The result found in source.,https://www.britannica.com/biography/Saint-Sarapion,"Saint Sarapion, also spelled Serapion, (flourished 4th century; feast day March 21; Coptic church March 7), Egyptian monk",Approved,2cnd_mturk_batch,false,false,false
216,P176,HPC 10000 Cluster is produced by [MASK] .,Q70494026,HPC 10000 Cluster,IBM,Sun,False,False,False,False,False,True,https://www.top500.org/system/171916/,A3V5IIPZ95YVKH,False,False,False,False,True,HPC 10000 Cluster is manufactured by Sun Microsystems and not IBM.,https://www.top500.org/system/171264/,Manufacturer: Sun,Approved,2cnd_mturk_batch,false,false,false
217,P159,The headquarter of Stavangerflint is in [MASK] .,Q4569971,Stavangerflint,Oslo,Stavanger,FALSE,False,False,False,False,True,https://en.wikipedia.org/wiki/Stavangerflint,A1NF6PELRKACS9,False,False,False,False,True,Oslo is not Stavanger.,https://en.wikipedia.org/wiki/Stavangerflint,"Stavangerflint AS was an earthenware factory that was in operation from 1949 until 1979 in Stavanger, Norway",Approved,2cnd_mturk_batch,false,false,false
218,P103,The native language of Pranay Jain is [MASK] .,Q92353457,Pranay Jain,Odia,English,FALSE,False,False,False,True,False,https://orcid.org/0000-0003-4304-855X,A3HALUPLZ4IKYJ,False,False,False,False,True,no false contradict evidence found so it is false.,https://in.linkedin.com/in/pranayjain01,Languages · English. Full professional proficiency · Hindi. Professional working proficiency · Punjabi. Native or bilingual proficiency · Gujarati. - ...,Approved,2cnd_mturk_batch,true,false,true
219,P159,The headquarter of VTRON (China) is in [MASK] .,Q56583462,VTRON (China),Beijing,Guangzhou,FALSE,False,False,False,False,True,http://en.vtron.com.cn/Summary/index.html,A7V4CVENA0DYV,False,False,False,False,True,The company's about section says that VTRON's headquarters are in Guangzhou.,http://en.vtron.com.cn/Summary/index.html,"In 2013, VTRON has relocated its Guangzhou headquarters to newly-constructed facility Innovation Park.",Approved,2cnd_mturk_batch,true,false,true
220,P178,Monster Hunter Generations Ultimate is developed by [MASK] .,Q30302563,Monster Hunter Generations Ultimate,Capcom,Capcom,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Monster_Hunter_Generations,A3V5IIPZ95YVKH,True,False,False,False,False,Capcom developed the game in 2015. Monster Hunter Generations Ultimate was released in Japan in August 2017.,https://en.wikipedia.org/wiki/Monster_Hunter_Generations,Monster Hunter Generations is an action role-playing game developed and published by Capcom for the Nintendo 3DS.,Approved,2cnd_mturk_batch,false,false,false
221,P159,The headquarter of OSR France is in [MASK] .,Q17319802,OSR France,Paris,Unkown,False,False,False,True,False,False,-,AE861G0AY5RGT,True,False,False,False,False,Operation in northern France which is in France,https://fr.m.wikipedia.org/wiki/OSR_France,"HLD5700 SNCB LINEAS France ( On Site Rail ) is a private railway company, a subsidiary of SNCB Logistics , a branch of the Belgian national railway company, created in 2008 and operating in the Far North of France. (LINEAS France (On Site Rail) est une entreprise ferroviaire privée, filiale de SNCB Logistics, branche de la compagnie ferroviaire nationale belge, créée en 2008 et opérant dans le Grand Nord de la France)",Approved,2cnd_mturk_batch,false,false,false
222,P27,Anahita Houshiar Rad is [MASK] citizen .,Q39797100,Anahita Houshiar Rad,Iran,Iran,TRUE,False,True,False,False,False,https://www.webofscience.com/wos/author/record/383809,A1FGKIKJYSL1MI,False,True,False,False,False,"Anahita Houshiar Rad is a scientist studying nutrition among Iranians, so likely she lives there and is a citizen",https://www.researchgate.net/profile/Msc-Houshiar-Rad,Effects of Trans Fatty Acid Decreasing Policy on Its Consumption by Households in Six Provinces of Iran,Approved,2cnd_mturk_batch,false,false,false
223,P103,The native language of Georg Püttner is [MASK] .,Q55874651,Georg Püttner,German,German,TRUE,False,True,False,False,False,https://data.cerl.org/thesaurus/cnp00892847,A8FUMDQFBKMXR,True,False,False,False,False,He obviously is from Germany and spent his career in Germany so it stands to reason he speaks German and his name suggests he is a native to Germany.,https://its-group.com.hk/georgp.html,He started his career with the State Railway of Germany designing catenary systems for upgrading the network.,Approved,2cnd_mturk_batch,false,false,false
224,P103,The native language of Li Yi is [MASK] .,Q45474929,Li Yi,Chinese,Chinese,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q45474929,AORHXBTOCXFUK,False,True,False,False,False,"No country evidence found,",https://www.wikidata.org/wiki/Q45474929,Tang dynasty person CBDB = 188003,Approved,2cnd_mturk_batch,false,false,false
225,P103,The native language of Jose Ferraz Penelas is [MASK] .,Q20004355,Jose Ferraz Penelas,Spanish,Spanish,TRUE,False,True,False,False,False,https://gw.geneanet.org/sanchiz?lang=de&n=ferraz+penelas&oc=0&p=jose,A3V5IIPZ95YVKH,True,False,False,False,False,Jose is a Spanish citizen,https://www.wikidata.org/wiki/Q20004355,"name in native language José Ferraz Penelas (Spanish), country of citizenship Spain",Approved,2cnd_mturk_batch,false,false,false
226,P178,Return of Mario Bros. is developed by [MASK] .,Q3812434,Return of Mario Bros.,Nintendo,Nintendo,True,True,False,False,False,False,https://www.mariowiki.com/Kaettekita_Mario_Bros.,A03922113RU44GENR8ATX,True,False,False,False,False,"There was a knowledge panel in the google search showing the name of the game, and indicating that Nintendo was the publisher.",https://www.google.com/search?client=firefox-b-e&q=Return+of+Mario+Bros.,"Kaettekita Mario Bros. | MarioWiki | FANDOM powered by Wikiahttp://mario.fandom.com › wiki › Kaettekita_Mario_Bros Initial release date: November 30, 1988 Series: Super Mario Developer: Nintendo Publisher: Nintendo Genre: Platform game Platform: Famicom Disk System",Approved,2cnd_mturk_batch,false,false,false
227,P178,Street Fighter Collection 2 is developed by [MASK] .,Q6134505,Street Fighter Collection 2,Capcom,Capcom,True,True,False,False,False,False,https://en.wikipedia.org/wiki/Street_Fighter_Collection,A1NF6PELRKACS9,True,False,False,False,False,It is found by Capcom,https://streetfighter.fandom.com/wiki/Street_Fighter_II_Collection,Street Fighter II Collection is a fighting game compilation produced by Capcom for the iOS version,Approved,2cnd_mturk_batch,false,false,false
228,P103,The native language of Guo Jin is [MASK] .,Q45707090,Guo Jin,Chinese,Chinese,TRUE,False,True,False,False,False,"Ming Dynasty,https://www.wikidata.org/wiki/Q45707090",A3HALUPLZ4IKYJ,True,False,False,False,False,It is true I found the clear evidence according to the statement.,https://en.wikipedia.org/wiki/Guo_Jing,"In this Chinese name, the family name is Guo. Guo Jing Traditional Chinese	郭靖 Simplified Chinese	郭靖 Transcriptions   Guo Jing is the fictional protagonist of the wuxia novel The Legend of the Condor Heroes by Jin Yong. He also appears as a supporting character in the sequel, The Return of the Condor Heroes, and is mentioned by name in The Heaven Sword and Dragon Saber. He is a descendant of Guo Sheng, one of the 108 outlaws from Mount Liang in the classical novel Water Margin. Guo Jing and Yang Kang were both named by Qiu Chuji, who urges them to remember the Jingkang Incident and be loyal towards their native land, the Song Empire. Guo Jing is killed during the Battle of Xiangyang along with the rest of his family except his younger daughter, Guo Xiang.",Approved,2cnd_mturk_batch,false,false,false
229,P159,The headquarter of IFPI IFPI Slovenská Republika is in [MASK] .,Q10299372,IFPI Slovenska Republika,Bratislava,Ljubljana,FALSE,False,False,False,False,True,https://isrc.ifpi.org/es/contacto/contactos-nacionales-de-la-agencia,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.ifpi.org/contact/,United Kingdom,Approved,2cnd_mturk_batch,false,false,false
230,P159,The headquarter of France-tei is in [MASK] .,Q11277246,France-tei,Paris,Tokyo,FALSE,False,False,False,False,True,https://www.francetei.com/en/,A1NF6PELRKACS9,False,False,False,False,True,There is direct counter evidence that the HQ is in Tokyo,https://www.francetei.com/about/,"headquarters	2-12-13 Horinouchi, Suginami-ku, Tokyo 166-0013",Approved,2cnd_mturk_batch,false,false,false
